name,category,address,score,eval_cnt,review_cnt
히토리더사까나,일본식주점,(지번) 신림동 1639-58,3.7,3건,리뷰 38
악동통큰떡볶이 신림본점,떡볶이,(지번) 신림동 1640-48,4.3,3건,리뷰 17
60계 신림점,치킨,(지번) 신림동 1640-40,3.0,3건,리뷰 21
신림홍미닭발,닭요리,(지번) 신림동 1425-10,3.8,5건,리뷰 5
오늘와인한잔,와인바,(지번) 봉천동 702-100,4.7,3건,리뷰 10
도쿄스테이크 신림포도몰점,"스테이크,립",(지번) 신림동 1641-2,2.7,12건,리뷰 79
홍양양양꼬치,양꼬치,(지번) 신림동 1638-12,3.6,5건,리뷰 6
새옹,"초밥,롤",(지번) 신림동 1441-36,2.3,7건,리뷰 5
엔제리너스 신림역점,커피전문점,(지번) 신림동 1640-10,2.7,10건,리뷰 14
오늘와인한잔 신림점,와인바,(지번) 신림동 1639-27,3.5,2건,리뷰 15
등촌샤브칼국수 보라매점,샤브샤브,(지번) 신대방동 395-69,2.0,4건,리뷰 23
샐러디 보라매점,패스트푸드,(지번) 신대방동 395-66,2.9,15건,리뷰 16
근심좀덜고가,"호프,요리주점",(지번) 신림동 1431-41,5.0,1건,리뷰 4
이디야커피 신림패션문화점,커피전문점,(지번) 신림동 1451-2,5.0,2건,리뷰 3
술이남 두번째이야기,"호프,요리주점",(지번) 신림동 1432-12,3.3,3건,리뷰 18
오늘은 이태리,이탈리안,(지번) 신림동 1433-99,4.7,10건,리뷰 40
릿커피로스터스,커피전문점,(지번) 봉천동 972-37,4.5,10건,리뷰 13
청춘포차 신림역점,실내포장마차,(지번) 신림동 1639-2,1.0,1건,리뷰 2
피자헛 신림본점,피자,(지번) 신림동 1416-1,3.3,8건,리뷰 5
와인어클락 신림점,와인바,(지번) 신림동 1638-7,3.0,2건,리뷰 63
땡초우동 신림점,"돈까스,우동",(지번) 신림동 1434-18,0.0,0건,리뷰 4
투썸플레이스 보라매삼성쉐르빌점,커피전문점,(지번) 신대방동 395-66,3.4,8건,리뷰 4
미스터짱닭치킨 신림점,치킨,(지번) 신림동 1436-17,4.3,3건,리뷰 8
맛사랑쭈꾸미 신림점,"해물,생선",(지번) 신림동 1637-3,4.6,9건,리뷰 37
오토야,일식,(지번) 신림동 1637-8,3.8,13건,리뷰 16
김류정카페,카페,(지번) 신림동 1459-1,4.6,7건,리뷰 14
참치집,참치회,(지번) 신림동 1419-7,4.6,15건,리뷰 6
KFC 신림역점,패스트푸드,(지번) 신림동 86-3,3.2,15건,리뷰 10
틈새라면 신림점,분식,(지번) 신림동 1638-20,4.1,17건,리뷰 48
말뚝곱창 신림점,"곱창,막창",(지번) 신림동 1640-28,1.0,3건,리뷰 29
쥰케이크,"제과,베이커리",(지번) 신림동 1439-15,5.0,2건,리뷰 9
코코케이크,"제과,베이커리",(지번) 신림동 1638-17,4.0,5건,리뷰 0
짱형제곱창,"곱창,막창",(지번) 신림동 1430-51,0.0,0건,리뷰 52
돈수백 보라매점,국밥,(지번) 봉천동 702-97,3.7,6건,리뷰 17
접시고기 신림점,"육류,고기",(지번) 신림동 1432-162,4.0,2건,리뷰 7
파리바게뜨 신림역점,"제과,베이커리",(지번) 신림동 1640-13,1.0,3건,리뷰 3
이디야커피 신림중앙점,커피전문점,(지번) 신림동 1433-141,0.0,0건,리뷰 2
UFO버거 보라매점,햄버거,(지번) 신대방동 708,2.5,4건,리뷰 19
시네마전라도,순대,(지번) 신림동 1640-31,3.7,7건,리뷰 187
피자스쿨 신림역점,피자,(지번) 신림동 1639-19,2.3,12건,리뷰 8
오떡 신림점,떡볶이,(지번) 신림동 1433-120,4.5,4건,리뷰 26
버금새우 신림본점,"호프,요리주점",(지번) 신림동 1433-55,1.7,3건,리뷰 30
미식한잔,"호프,요리주점",(지번) 신림동 1640-23,0.0,0건,리뷰 31
더코드 신림점,테마카페,(지번) 신림동 1639-23,4.5,4건,리뷰 28
미스터피자 신림점,피자,(지번) 신림동 1637-23,3.1,8건,리뷰 30
유명한회집,회,(지번) 신림동 1431-2,1.0,2건,리뷰 2
가장맛있는족발 신림점,"족발,보쌈",(지번) 신림동 1431-43,0.0,0건,리뷰 6
놀숲 신림역점,만화카페,(지번) 신림동 1638-19,3.6,10건,리뷰 10
뚜레쥬르 신림역점,"제과,베이커리",(지번) 신림동 1641-19,4.4,5건,리뷰 2
던킨도너츠 신림양지병원점,도넛,(지번) 신림동 10-207,3.3,3건,리뷰 5
폴바셋 롯데백화점관악점,커피전문점,(지번) 봉천동 729-22,4.2,5건,리뷰 11
신전떡볶이 신림점,떡볶이,(지번) 봉천동 705-8,1.2,17건,리뷰 2
롯데리아 보라매타운점,패스트푸드,(지번) 신대방동 395-65,2.4,5건,리뷰 5
할리스 신림역점,커피전문점,(지번) 신림동 1637-1,3.1,8건,리뷰 7
탐라포차 신림본점,"호프,요리주점",(지번) 신림동 1638-19,2.0,1건,리뷰 4
몽캣,카페,(지번) 봉천동 703-3,2.6,5건,리뷰 7
홍콩반점0410 보라매공원점,중화요리,(지번) 신대방동 395-69,3.5,11건,리뷰 20
BHC치킨 신림당곡점,치킨,(지번) 봉천동 698-26,4.7,3건,리뷰 4
포36거리 신림역점,베트남음식,(지번) 신림동 84-23,4.4,8건,리뷰 54
마카롱놀이터,"제과,베이커리",(지번) 신림동 1418-33,4.4,5건,리뷰 13
이디야커피 당곡사거리점,커피전문점,(지번) 봉천동 970-22,5.0,2건,리뷰 1
오늘그집,실내포장마차,(지번) 신림동 1639-8,0.0,0건,리뷰 29
카페 드 발렌느,카페,(지번) 신림동 1432,4.5,2건,리뷰 21
디저트39 신림역점,디저트카페,(지번) 신림동 1638-15,3.7,3건,리뷰 7
백채김치찌개 신림점,"찌개,전골",(지번) 봉천동 972-1,4.0,2건,리뷰 5
하와이조개,조개,(지번) 신림동 1638-5,4.0,3건,리뷰 16
장항복집,복어,(지번) 신림동 1446-2,5.0,1건,리뷰 3
양지순천집,순대,(지번) 신림동 1640-38,0.0,0건,리뷰 31
청담육회,"호프,요리주점",(지번) 신림동 1640-33,0.0,0건,리뷰 4
종로빈대떡,한식,(지번) 신림동 1433-120,3.5,2건,리뷰 6
도토리편백집 롯데백화점 관악점,"육류,고기",(지번) 봉천동 729-22,3.8,5건,리뷰 48
서울김밥,한식,(지번) 신림동 1641-107,1.4,15건,리뷰 6
탐앤탐스 삼모타워신림역점,커피전문점,(지번) 신림동 1638-1,2.3,12건,리뷰 7
대우뼈감자탕 신원시장점,감자탕,(지번) 신림동 1587-22,4.8,8건,리뷰 7
황학동막창,"곱창,막창",(지번) 신림동 1433-92,3.0,2건,리뷰 20
삼삼당,삼겹살,(지번) 신림동 1641-11,5.0,3건,리뷰 67
진격의곱창,"곱창,막창",(지번) 신림동 1587-15,3.9,7건,리뷰 7
순남시래기 보라매점,한식,(지번) 신대방동 708,4.4,7건,리뷰 50
주터,실내포장마차,(지번) 신림동 1432-64,0.0,0건,리뷰 9
피자선생 봉천점,피자,(지번) 봉천동 970-3,4.2,6건,리뷰 7
왕실족발앤보쌈,"족발,보쌈",(지번) 신림동 1450-28,4.4,7건,리뷰 4
서우얼큰칼국수,국수,(지번) 신림동 525-29,4.4,20건,리뷰 23
송추골등갈비,갈비,(지번) 신림동 1443-27,5.0,4건,리뷰 12
신림동피자집,피자,(지번) 신림동 1638-3,3.8,5건,리뷰 24
김기철의 장수왕만두찐빵,분식,(지번) 신림동 1421-29,2.0,4건,리뷰 2
홍푸차이 신림점,중화요리,(지번) 신림동 507-26,2.0,14건,리뷰 14
고기싸롱 신대방역점,고기뷔페,(지번) 신림동 522-3,4.5,20건,리뷰 57
빽다방 신림역1호점,커피전문점,(지번) 신림동 1639-8,3.5,6건,리뷰 3
탐나종합어시장 난곡사거리점,회,(지번) 신림동 527-9,3.4,13건,리뷰 28
전라도집 미자네,순대,(지번) 신림동 1640-31,0.0,0건,리뷰 219
서래갈매기 신림문화의거리점,"육류,고기",(지번) 신림동 1439-8,0.0,0건,리뷰 6
모자원민물장어추어탕,장어,(지번) 봉천동 724-7,3.9,9건,리뷰 8
부추곱창,"곱창,막창",(지번) 신림동 1433-24,0.0,0건,리뷰 8
벌툰 신림점,만화카페,(지번) 신림동 1421-29,5.0,1건,리뷰 2
원조나주곰탕 봉천점,곰탕,(지번) 봉천동 972-42,2.5,2건,리뷰 1
아라쭈꾸미 신림5동점,"해물,생선",(지번) 신림동 1423-4,4.6,8건,리뷰 12
신림역전,한식,(지번) 신림동 1637-4,4.4,8건,리뷰 14
우드스탁,"호프,요리주점",(지번) 신림동 1639-65,4.6,5건,리뷰 3
아롱별식탁,퓨전한식,(지번) 신림동 1417-45,5.0,4건,리뷰 26
빽다방 보라매타운점,커피전문점,(지번) 봉천동 729-24,3.8,4건,리뷰 4
나나포차,술집,(지번) 신림동 1431-44,5.0,3건,리뷰 13
서서갈비,갈비,(지번) 봉천동 702-70,4.5,4건,리뷰 2
스윙펍,"호프,요리주점",(지번) 신림동 1637-26,3.6,5건,리뷰 102
배부장찌개가 신림점,"찌개,전골",(지번) 신림동 1439-5,3.0,5건,리뷰 8
테이스티빌런,"호프,요리주점",(지번) 신림동 1433-172,4.9,8건,리뷰 38
정원사주타로샵,사주카페,(지번) 신림동 1425-16,5.0,1건,리뷰 5
에그드랍 보라매점,샌드위치,(지번) 신대방동 395-73,4.0,6건,리뷰 17
미가짬뽕,중화요리,(지번) 신림동 1464-1,4.2,11건,리뷰 3
소랑돼지랑,"육류,고기",(지번) 봉천동 968-4,4.5,2건,리뷰 16
더불닭발,닭요리,(지번) 신림동 1416-23,5.0,3건,리뷰 20
푸짐한식당,한식,(지번) 신림동 1432-131,3.3,3건,리뷰 12
굴마을낙지촌 신림점,"굴,전복",(지번) 신림동 1422-17,3.4,9건,리뷰 19
커피온리 신림역점,커피전문점,(지번) 신림동 1421-29,5.0,1건,리뷰 3
코코호도 보라매점,"제과,베이커리",(지번) 봉천동 972-39,4.5,2건,리뷰 15
신온누리에 생돈까스전문점 대방점,"돈까스,우동",(지번) 대방동 407-27,1.8,53건,리뷰 93
하나비 2호점,"해물,생선",(지번) 신림동 1439-13,4.0,1건,리뷰 5
닭광정 신림역점,닭강정,(지번) 신림동 1641-107,2.0,18건,리뷰 28
신림춘천집 본점,닭요리,(지번) 신림동 1640-28,4.6,78건,리뷰 57
플로레스타229,카페,(지번) 신림동 1635-117,3.8,8건,리뷰 22
메가커피 보라매타운점,커피전문점,(지번) 신대방동 395-69,3.0,2건,리뷰 5
인연,카페,(지번) 신림동 465-35,5.0,1건,리뷰 8
고돼지 신림점,삼겹살,(지번) 신림동 1457-23,0.0,0건,리뷰 14
두리닭발,닭요리,(지번) 신림동 1417-34,5.0,2건,리뷰 6
미나리삼겹살,삼겹살,(지번) 신림동 1428-20,5.0,1건,리뷰 1
니뽕내뽕 신림점,퓨전요리,(지번) 신림동 1641-19,1.9,7건,리뷰 25
테이블1629,카페,(지번) 봉천동 947-15,4.3,14건,리뷰 71
킹콩부대찌개 신림역점,"찌개,전골",(지번) 신림동 1638-9,3.3,10건,리뷰 21
구름산원주추어탕,추어,(지번) 신림동 1587-4,5.0,1건,리뷰 7
장추추어탕 본점,추어,(지번) 봉천동 735-5,2.3,3건,리뷰 4
북촌손만두 신림점,분식,(지번) 신림동 1424-9,2.5,4건,리뷰 14
죽이야기 신림역점,죽,(지번) 신림동 1425-13,3.7,3건,리뷰 2
레드제플린,카페,(지번) 신림동 1641-50,4.3,3건,리뷰 14
맛있는술집여기미술관 신림점,"호프,요리주점",(지번) 신림동 1640-35,1.0,2건,리뷰 8
낭풍 신림점,"찌개,전골",(지번) 신림동 1637-3,2.9,10건,리뷰 4
마포화곱창 신림점,"곱창,막창",(지번) 신림동 1458-11,5.0,3건,리뷰 14
시골집영양탕,"사철탕,영양탕",(지번) 봉천동 961-3,5.0,2건,리뷰 5
어심,회,(지번) 신림동 1423-21,3.0,2건,리뷰 3
반지더하기 신림점,테마카페,(지번) 신림동 1639-29,2.3,3건,리뷰 14
더리터 신림점,커피전문점,(지번) 신림동 1441-28,2.3,6건,리뷰 2
배바우,쌈밥,(지번) 신림동 1641-36,4.8,9건,리뷰 14
본죽&비빔밥cafe 관악우체국점,퓨전한식,(지번) 신림동 1412-4,2.5,10건,리뷰 5
학주스시,"초밥,롤",(지번) 신림동 1429-9,4.8,4건,리뷰 30
메가커피 신림역점,커피전문점,(지번) 신림동 1638-19,1.5,4건,리뷰 2
이디야커피 신림르네상스점,커피전문점,(지번) 신림동 1422-38,3.3,3건,리뷰 4
오뎅집모이,오뎅바,(지번) 신림동 1432-2,3.0,3건,리뷰 2
영빈관,중화요리,(지번) 신림동 1410-15,3.6,8건,리뷰 7
치킨선생 신림점,치킨,(지번) 봉천동 703-23,4.2,5건,리뷰 6
방앗간,카페,(지번) 신림동 1465-16,4.3,6건,리뷰 23
소문난순대국,순대,(지번) 신림동 1587-34,3.5,6건,리뷰 13
김종용누룽지통닭 신림점,치킨,(지번) 신림동 1410-4,4.0,1건,리뷰 19
불난술집 신림점,술집,(지번) 신림동 1640-26,0.0,0건,리뷰 9
김가네 신림문화의거리점,분식,(지번) 신림동 1459-4,2.3,3건,리뷰 3
#도쿄시장 신림점,"호프,요리주점",(지번) 신림동 1639-30,0.0,0건,리뷰 18
어사출또 봉천점,회,(지번) 봉천동 952-18,4.0,1건,리뷰 42
서연횟집,회,(지번) 봉천동 702-108,3.3,7건,리뷰 4
수현이네통닭,치킨,(지번) 신림동 1424-4,5.0,3건,리뷰 5
태능참숯불갈비,갈비,(지번) 봉천동 734-16,5.0,1건,리뷰 2
명랑핫도그 신림점,패스트푸드,(지번) 신림동 1641-12,3.0,10건,리뷰 4
아비꼬 신림역점,퓨전요리,(지번) 신림동 1639-29,1.4,16건,리뷰 22
달구리삼겹살,삼겹살,(지번) 신림동 1433-142,4.2,5건,리뷰 6
속초오징어어시장 보라매점,"해물,생선",(지번) 봉천동 735-11,2.5,4건,리뷰 5
신림가든,삼계탕,(지번) 신림동 1425-3,2.3,3건,리뷰 8
내사랑돈까스 신림점,"돈까스,우동",(지번) 신림동 465-32,3.8,8건,리뷰 7
장호덕손만두 서울보라매점,분식,(지번) 신림동 1440-24,5.0,4건,리뷰 5
구수옥설렁탕 신림점,설렁탕,(지번) 봉천동 947-12,2.7,13건,리뷰 15
단풍나무숲,"호프,요리주점",(지번) 신림동 1640-29,2.0,2건,리뷰 9
종가집마님김밥 신림점,분식,(지번) 봉천동 971-3,5.0,2건,리뷰 3
교동짬뽕,중화요리,(지번) 신림동 1638-14,2.0,4건,리뷰 3
함흥냉면,냉면,(지번) 봉천동 972-5,5.0,1건,리뷰 0
킹크랩대게한상 봉천점,"게,대게",(지번) 봉천동 949-20,2.1,7건,리뷰 21
공차 보라매점,카페,(지번) 봉천동 729-24,1.0,3건,리뷰 3
배스킨라빈스 신림포도몰점,아이스크림,(지번) 신림동 1641-2,3.7,6건,리뷰 7
유우,일본식주점,(지번) 봉천동 721-6,5.0,2건,리뷰 6
맵당 신림점,갈비,(지번) 신림동 1637-6,0.0,0건,리뷰 41
루비정,중화요리,(지번) 신림동 10-661,3.8,9건,리뷰 32
컴포즈커피 신림1호점,커피전문점,(지번) 신림동 1639-2,2.1,10건,리뷰 3
리춘시장 신림역점,"호프,요리주점",(지번) 신림동 1639-65,4.3,4건,리뷰 6
더빈마켓,카페,(지번) 신림동 493-21,5.0,3건,리뷰 17
올빼미상회 신림점,"호프,요리주점",(지번) 신림동 1454-3,5.0,2건,리뷰 0
왕돈가스왕냉면,분식,(지번) 신림동 1587-22,3.5,8건,리뷰 2
멕시코리아,"멕시칸,브라질",(지번) 신림동 1425-8,4.0,1건,리뷰 7
김채원24시감자탕,감자탕,(지번) 봉천동 702-3,1.0,1건,리뷰 1
해랑강 양다리양꼬치,양꼬치,(지번) 봉천동 702-3,5.0,4건,리뷰 2
부여소부리보리밥,한식,(지번) 봉천동 702-4,5.0,1건,리뷰 7
빽다방 신림역2호점,커피전문점,(지번) 신림동 1641-12,3.8,5건,리뷰 3
궁중 삼계탕,삼계탕,(지번) 신대방동 395-66,3.2,6건,리뷰 5
본죽 신림역점,죽,(지번) 신림동 1637-3,2.6,9건,리뷰 3
고고즉석떡볶이 신림역점,분식,(지번) 신림동 1424-9,4.5,4건,리뷰 13
장충영양족발,"족발,보쌈",(지번) 신림동 10-627,5.0,7건,리뷰 11
